zone_id	zx	zy	rx	ry	sector	feature	avg_rgb_hex
773	22	5	6	3	WATER	RIVER	#848a9c
773	22	5	7	3	WATER	RIVER	#9d9a8f
773	22	5	8	3	HILLS	NONE	#d3c476
773	22	5	9	3	HILLS	NONE	#c8bd64
773	22	5	0	4	HILLS	NONE	#dacd6f
773	22	5	1	4	HILLS	NONE	#ddcd75
773	22	5	2	4	HILLS	NONE	#dfd170
773	22	5	3	4	HILLS	NONE	#e1d06a
773	22	5	4	4	WATER	RIVER	#a19d8e
773	22	5	5	4	WATER	RIVER	#bfb882
773	22	5	6	4	HILLS	NONE	#d6c76f
773	22	5	7	4	HILLS	NONE	#e2cf70
773	22	5	8	4	HILLS	NONE	#c7ba5f
773	22	5	9	4	HILLS	NONE	#928d4b
773	22	5	0	5	HILLS	NONE	#d1cb6c
773	22	5	1	5	HILLS	NONE	#d9cc71
773	22	5	2	5	HILLS	NONE	#d5c768
773	22	5	3	5	HILLS	NONE	#d4c55e
773	22	5	4	5	HILLS	NONE	#dbca67
773	22	5	5	5	HILLS	NONE	#e1d070
773	22	5	6	5	HILLS	NONE	#dbc866
773	22	5	7	5	HILLS	NONE	#d9c871
773	22	5	8	5	HILLS	NONE	#a4a051
773	22	5	9	5	PLAINS	NONE	#a9ab61
773	22	5	0	6	HILLS	NONE	#c4bf5f
773	22	5	1	6	HILLS	NONE	#cec569
773	22	5	2	6	HILLS	NONE	#cfc56b
773	22	5	3	6	HILLS	NONE	#e6db88
773	22	5	4	6	HILLS	NONE	#eadc8a
773	22	5	5	6	HILLS	NONE	#eada7d
773	22	5	6	6	HILLS	NONE	#e7d572
773	22	5	7	6	HILLS	NONE	#dacc74
773	22	5	8	6	HILLS	NONE	#aca555
773	22	5	9	6	HILLS	NONE	#a69f55
773	22	5	0	7	HILLS	NONE	#c0b855
773	22	5	1	7	HILLS	NONE	#a09a4c
773	22	5	2	7	HILLS	NONE	#beb762
773	22	5	3	7	HILLS	NONE	#cfc771
773	22	5	4	7	HILLS	NONE	#dcd079
773	22	5	5	7	HILLS	NONE	#e6d77e
773	22	5	6	7	HILLS	NONE	#f1e08a
773	22	5	7	7	HILLS	NONE	#ecdf8c
773	22	5	8	7	HILLS	NONE	#d0c668
773	22	5	9	7	HILLS	NONE	#d7cc75
773	22	5	0	8	HILLS	NONE	#bbb15a
773	22	5	1	8	HILLS	NONE	#878346
773	22	5	2	8	PLAINS	NONE	#9b9e55
773	22	5	3	8	HILLS	NONE	#9c9c54
773	22	5	4	8	HILLS	NONE	#ada756
773	22	5	5	8	HILLS	NONE	#cebb6d
773	22	5	6	8	HILLS	NONE	#cbb96f
773	22	5	7	8	HILLS	NONE	#decd84
773	22	5	8	8	HILLS	NONE	#d6c575
773	22	5	9	8	HILLS	NONE	#dac785
773	22	5	0	9	HILLS	NONE	#b5ad5b
773	22	5	1	9	HILLS	NONE	#c3b95e
773	22	5	2	9	PLAINS	NONE	#989950
773	22	5	3	9	PLAINS	NONE	#95984c
773	22	5	4	9	HILLS	NONE	#c8bb6a
773	22	5	5	9	HILLS	NONE	#ccb969
773	22	5	6	9	HILLS	NONE	#d9c46e
773	22	5	7	9	HILLS	NONE	#ccb760
773	22	5	8	9	HILLS	NONE	#c2aa4d
773	22	5	9	9	HILLS	NONE	#c7b852
772	23	5	0	0	HILLS	NONE	#958562
772	23	5	1	0	HILLS	NONE	#867a5e
772	23	5	2	0	HILLS	NONE	#90856c
772	23	5	3	0	HILLS	NONE	#e2d3a4
772	23	5	4	0	HILLS	NONE	#f3e19d
772	23	5	5	0	HILLS	NONE	#f4e29f
772	23	5	6	0	HILLS	NONE	#f7e49d
772	23	5	7	0	HILLS	NONE	#f7e6ae
772	23	5	8	0	HILLS	NONE	#f7e6b7
772	23	5	9	0	HILLS	NONE	#f5e7b2
772	23	5	0	1	HILLS	NONE	#d0c285
772	23	5	1	1	HILLS	NONE	#eedd98
772	23	5	2	1	HILLS	NONE	#efdf8a
772	23	5	3	1	HILLS	NONE	#efde89
772	23	5	4	1	HILLS	NONE	#eedd85
772	23	5	5	1	HILLS	NONE	#f3e4a2
772	23	5	6	1	HILLS	NONE	#f7e7ac
772	23	5	7	1	HILLS	NONE	#f6e7a9
772	23	5	8	1	HILLS	NONE	#f7e6ad
772	23	5	9	1	HILLS	NONE	#f6e4a5
772	23	5	0	2	HILLS	NONE	#b4a858
772	23	5	1	2	PLAINS	NONE	#919757
772	23	5	2	2	HILLS	NONE	#beb665
772	23	5	3	2	HILLS	NONE	#e5d27e
772	23	5	4	2	HILLS	NONE	#f1df95
772	23	5	5	2	HILLS	NONE	#f2e0a7
772	23	5	6	2	HILLS	NONE	#f2e2a5
772	23	5	7	2	HILLS	NONE	#f4e4a3
772	23	5	8	2	HILLS	NONE	#f5e3ae
772	23	5	9	2	HILLS	NONE	#f3e3a9
772	23	5	0	3	HILLS	NONE	#91904c
772	23	5	1	3	HILLS	NONE	#989852
772	23	5	2	3	HILLS	NONE	#e0d474
772	23	5	3	3	HILLS	NONE	#ddcd6d
772	23	5	4	3	HILLS	NONE	#e0d074
772	23	5	5	3	HILLS	NONE	#edde89
772	23	5	6	3	HILLS	NONE	#e8d985
772	23	5	7	3	HILLS	NONE	#f5e4a6
772	23	5	8	3	HILLS	NONE	#f6e5ad
772	23	5	9	3	HILLS	NONE	#f6e3a7
772	23	5	0	4	PLAINS	NONE	#8c9355
772	23	5	1	4	PLAINS	NONE	#898c50
772	23	5	2	4	HILLS	NONE	#c1b15d
772	23	5	3	4	HILLS	NONE	#e1cf6d
772	23	5	4	4	HILLS	NONE	#ebdb83
772	23	5	5	4	HILLS	NONE	#f0e19a
772	23	5	6	4	HILLS	NONE	#f3e3a1
772	23	5	7	4	HILLS	NONE	#f4e19d
772	23	5	8	4	HILLS	NONE	#f0d985
772	23	5	9	4	HILLS	NONE	#f1d377
772	23	5	0	5	PLAINS	NONE	#84894f
772	23	5	1	5	PLAINS	NONE	#898a4c
772	23	5	2	5	HILLS	NONE	#dfd17a
772	23	5	3	5	HILLS	NONE	#e7d679
772	23	5	4	5	HILLS	NONE	#f1e18f
772	23	5	5	5	HILLS	NONE	#f3e39a
772	23	5	6	5	HILLS	NONE	#f2e29d
772	23	5	7	5	HILLS	NONE	#f4e3a1
772	23	5	8	5	HILLS	NONE	#f6e49e
772	23	5	9	5	HILLS	NONE	#f3db9a
772	23	5	0	6	HILLS	NONE	#afa457
772	23	5	1	6	HILLS	NONE	#c0b86a
772	23	5	2	6	HILLS	NONE	#e7d57b
772	23	5	3	6	HILLS	NONE	#ecda88
772	23	5	4	6	HILLS	NONE	#ebdb84
772	23	5	5	6	HILLS	NONE	#f5e39c
772	23	5	6	6	HILLS	NONE	#f5e39f
772	23	5	7	6	HILLS	NONE	#f4e19a
772	23	5	8	6	HILLS	NONE	#f4dd96
772	23	5	9	6	HILLS	NONE	#eacb7f
772	23	5	0	7	HILLS	NONE	#ece293
772	23	5	1	7	HILLS	NONE	#eee08c
772	23	5	2	7	HILLS	NONE	#f6e5a6
772	23	5	3	7	HILLS	NONE	#f3e3a1
772	23	5	4	7	HILLS	NONE	#f2e297
772	23	5	5	7	HILLS	NONE	#f7e6ab
772	23	5	6	7	HILLS	NONE	#f6e5aa
772	23	5	7	7	HILLS	NONE	#f5e4a3
772	23	5	8	7	HILLS	NONE	#f5e1a0
772	23	5	9	7	HILLS	NONE	#f5e19d
772	23	5	0	8	HILLS	NONE	#ccb772
772	23	5	1	8	HILLS	NONE	#dfcb7c
772	23	5	2	8	HILLS	NONE	#dfca7f
772	23	5	3	8	HILLS	NONE	#ecde93
772	23	5	4	8	HILLS	NONE	#f1e392
772	23	5	5	8	HILLS	NONE	#f4e5a7
772	23	5	6	8	HILLS	NONE	#f6e7ac
772	23	5	7	8	HILLS	NONE	#f6e6ab
772	23	5	8	8	HILLS	NONE	#f7e4a8
772	23	5	9	8	HILLS	NONE	#f0d78c
772	23	5	0	9	HILLS	NONE	#baa449
772	23	5	1	9	HILLS	NONE	#b9a84b
772	23	5	2	9	HILLS	NONE	#b6a454
772	23	5	3	9	HILLS	NONE	#c0b469
772	23	5	4	9	HILLS	NONE	#dfd178
772	23	5	5	9	HILLS	NONE	#e6d881
772	23	5	6	9	HILLS	NONE	#f0df94
772	23	5	7	9	HILLS	NONE	#f1e099
772	23	5	8	9	HILLS	NONE	#eedb89
772	23	5	9	9	HILLS	NONE	#e6c364
771	24	5	0	0	HILLS	NONE	#f3e39a
771	24	5	1	0	HILLS	NONE	#f1dc88
771	24	5	2	0	HILLS	NONE	#edd17c
771	24	5	3	0	HILLS	NONE	#edcb7c
771	24	5	4	0	HILLS	NONE	#edcb79
771	24	5	5	0	HILLS	NONE	#e9c46b
771	24	5	6	0	HILLS	NONE	#d5a95e
771	24	5	7	0	HILLS	NONE	#cba466
771	24	5	8	0	HILLS	NONE	#d4a466
771	24	5	9	0	HILLS	NONE	#be8442
771	24	5	0	1	HILLS	NONE	#f6e1a3
771	24	5	1	1	HILLS	NONE	#f3dd9d
771	24	5	2	1	HILLS	NONE	#eed491
771	24	5	3	1	HILLS	NONE	#e5c076
771	24	5	4	1	HILLS	NONE	#ca904b
771	24	5	5	1	HILLS	NONE	#a86a3a
771	24	5	6	1	HILLS	NONE	#925f3f
771	24	5	7	1	HILLS	NONE	#e1ccac
771	24	5	8	1	HILLS	NONE	#f2dcaa
771	24	5	9	1	HILLS	NONE	#e0c081
771	24	5	0	2	HILLS	NONE	#f6e3af
771	24	5	1	2	HILLS	NONE	#f7e2b3
771	24	5	2	2	HILLS	NONE	#f4e0b1
771	24	5	3	2	HILLS	NONE	#e6c28d
771	24	5	4	2	HILLS	NONE	#ac7546
771	24	5	5	2	HILLS	NONE	#a97348
771	24	5	6	2	HILLS	NONE	#d0a874
771	24	5	7	2	HILLS	NONE	#e8c273
771	24	5	8	2	HILLS	NONE	#e9bd6f
771	24	5	9	2	HILLS	NONE	#dca656
771	24	5	0	3	HILLS	NONE	#f6e3b1
771	24	5	1	3	HILLS	NONE	#f3e2b0
771	24	5	2	3	HILLS	NONE	#e6c993
771	24	5	3	3	HILLS	NONE	#c2965c
771	24	5	4	3	HILLS	NONE	#c09463
771	24	5	5	3	HILLS	NONE	#dbb574
771	24	5	6	3	HILLS	NONE	#e9c167
771	24	5	7	3	HILLS	NONE	#ebbf5c
771	24	5	8	3	HILLS	NONE	#dfa55b
771	24	5	9	3	HILLS	NONE	#cf9145
771	24	5	0	4	HILLS	NONE	#eac46e
771	24	5	1	4	HILLS	NONE	#e4b665
771	24	5	2	4	HILLS	NONE	#e2b469
771	24	5	3	4	HILLS	NONE	#caa06c
771	24	5	4	4	HILLS	NONE	#edd289
771	24	5	5	4	HILLS	NONE	#eec670
771	24	5	6	4	HILLS	NONE	#eabb63
771	24	5	7	4	HILLS	NONE	#e0a153
771	24	5	8	4	HILLS	NONE	#d38f4c
771	24	5	9	4	HILLS	NONE	#daa75a
771	24	5	0	5	HILLS	NONE	#e4bc6e
771	24	5	1	5	HILLS	NONE	#dba95c
771	24	5	2	5	HILLS	NONE	#c58c4d
771	24	5	3	5	HILLS	NONE	#caa483
771	24	5	4	5	HILLS	NONE	#edcd84
771	24	5	5	5	HILLS	NONE	#eec567
771	24	5	6	5	HILLS	NONE	#e9b55d
771	24	5	7	5	HILLS	NONE	#dc9e4f
771	24	5	8	5	HILLS	NONE	#dca258
771	24	5	9	5	HILLS	NONE	#e4ba68
771	24	5	0	6	HILLS	NONE	#e9c57d
771	24	5	1	6	HILLS	NONE	#dcb26e
771	24	5	2	6	HILLS	NONE	#bf8853
771	24	5	3	6	HILLS	NONE	#dec098
771	24	5	4	6	HILLS	NONE	#c48d4c
771	24	5	5	6	HILLS	NONE	#d49b51
771	24	5	6	6	HILLS	NONE	#d4994d
771	24	5	7	6	HILLS	NONE	#cf924e
771	24	5	8	6	HILLS	NONE	#d49d54
771	24	5	9	6	HILLS	NONE	#ecc870
771	24	5	0	7	HILLS	NONE	#f0d28e
771	24	5	1	7	HILLS	NONE	#d19d56
771	24	5	2	7	HILLS	NONE	#b87d46
771	24	5	3	7	HILLS	NONE	#c49a6f
771	24	5	4	7	HILLS	NONE	#eecb7e
771	24	5	5	7	HILLS	NONE	#e2b462
771	24	5	6	7	HILLS	NONE	#e7b663
771	24	5	7	7	HILLS	NONE	#cf9149
771	24	5	8	7	HILLS	NONE	#d69e54
771	24	5	9	7	HILLS	NONE	#e7bd5f
771	24	5	0	8	HILLS	NONE	#dfb069
771	24	5	1	8	HILLS	NONE	#be7e44
771	24	5	2	8	HILLS	NONE	#a96d40
771	24	5	3	8	HILLS	NONE	#a87046
771	24	5	4	8	HILLS	NONE	#ebcc7c
771	24	5	5	8	HILLS	NONE	#f0cb6f
771	24	5	6	8	HILLS	NONE	#e8ba66
771	24	5	7	8	HILLS	NONE	#d0a055
771	24	5	8	8	HILLS	NONE	#d6a459
771	24	5	9	8	HILLS	NONE	#9e8b41
771	24	5	0	9	HILLS	NONE	#d9a151
771	24	5	1	9	HILLS	NONE	#cb9048
771	24	5	2	9	HILLS	NONE	#ac7240
771	24	5	3	9	HILLS	NONE	#9d6740
771	24	5	4	9	HILLS	NONE	#e8c983
771	24	5	5	9	HILLS	NONE	#edc46c
771	24	5	6	9	HILLS	NONE	#e5b45b
771	24	5	7	9	HILLS	NONE	#a38f45
771	24	5	8	9	HILLS	NONE	#cca555
771	24	5	9	9	HILLS	NONE	#a6944b
770	25	5	0	0	HILLS	NONE	#9a7f42
770	25	5	1	0	HILLS	NONE	#857e3b
770	25	5	2	0	HILLS	NONE	#7a6d2f
770	25	5	3	0	HILLS	NONE	#635728
770	25	5	4	0	HILLS	NONE	#837538
770	25	5	5	0	HILLS	NONE	#716d34
770	25	5	6	0	HILLS	NONE	#908755
770	25	5	7	0	PLAINS	NONE	#e3ccc4
770	25	5	8	0	PLAINS	NONE	#973a30
770	25	5	9	0	PLAINS	NONE	#963c31
770	25	5	0	1	HILLS	NONE	#c8a853
770	25	5	1	1	HILLS	NONE	#c58a42
770	25	5	2	1	HILLS	NONE	#c69450
770	25	5	3	1	HILLS	NONE	#ad8049
770	25	5	4	1	HILLS	NONE	#dcb669
770	25	5	5	1	HILLS	NONE	#c19257
770	25	5	6	1	HILLS	NONE	#d7be87
770	25	5	7	1	HILLS	NONE	#e2c5b0
770	25	5	8	1	PLAINS	NONE	#953a32
770	25	5	9	1	PLAINS	NONE	#963c30
770	25	5	0	2	HILLS	NONE	#c7874b
770	25	5	1	2	HILLS	NONE	#d79f5e
770	25	5	2	2	HILLS	NONE	#f0d29b
770	25	5	3	2	HILLS	NONE	#e4bf81
770	25	5	4	2	HILLS	NONE	#d6a861
770	25	5	5	2	HILLS	NONE	#be915b
770	25	5	6	2	HILLS	NONE	#e6c484
770	25	5	7	2	HILLS	NONE	#debea2
770	25	5	8	2	PLAINS	NONE	#973932
770	25	5	9	2	PLAINS	NONE	#953b30
770	25	5	0	3	HILLS	NONE	#e0b365
770	25	5	1	3	HILLS	NONE	#f2d48c
770	25	5	2	3	HILLS	NONE	#e7c172
770	25	5	3	3	HILLS	NONE	#d2a55d
770	25	5	4	3	HILLS	NONE	#ac7947
770	25	5	5	3	HILLS	NONE	#ebd098
770	25	5	6	3	HILLS	NONE	#ebc87d
770	25	5	7	3	HILLS	NONE	#debd9e
770	25	5	8	3	PLAINS	NONE	#973931
770	25	5	9	3	PLAINS	NONE	#963b30
770	25	5	0	4	HILLS	NONE	#f3d693
770	25	5	1	4	HILLS	NONE	#e3bb77
770	25	5	2	4	HILLS	NONE	#d19f59
770	25	5	3	4	HILLS	NONE	#b98249
770	25	5	4	4	HILLS	NONE	#d2b083
770	25	5	5	4	HILLS	NONE	#f1dcb4
770	25	5	6	4	HILLS	NONE	#e6be81
770	25	5	7	4	HILLS	NONE	#ddbda8
770	25	5	8	4	PLAINS	NONE	#963731
770	25	5	9	4	PLAINS	NONE	#953a31
770	25	5	0	5	HILLS	NONE	#ecc980
770	25	5	1	5	HILLS	NONE	#daa357
770	25	5	2	5	HILLS	NONE	#ce9857
770	25	5	3	5	HILLS	NONE	#97623d
770	25	5	4	5	HILLS	NONE	#9b6e4b
770	25	5	5	5	HILLS	NONE	#ecd8b5
770	25	5	6	5	HILLS	NONE	#e4c99a
770	25	5	7	5	HILLS	NONE	#e1c6b5
770	25	5	8	5	PLAINS	NONE	#963834
770	25	5	9	5	PLAINS	NONE	#973a32
770	25	5	0	6	HILLS	NONE	#e1b25e
770	25	5	1	6	HILLS	NONE	#daa151
770	25	5	2	6	HILLS	NONE	#ae7340
770	25	5	3	6	HILLS	NONE	#825037
770	25	5	4	6	HILLS	NONE	#a27c5f
770	25	5	5	6	HILLS	NONE	#e6d0bd
770	25	5	6	6	HILLS	NONE	#f0e1c5
770	25	5	7	6	HILLS	NONE	#e1c1a7
770	25	5	8	6	PLAINS	NONE	#983834
770	25	5	9	6	PLAINS	NONE	#983b32
770	25	5	0	7	HILLS	NONE	#d89d52
770	25	5	1	7	HILLS	NONE	#bf7d44
770	25	5	2	7	HILLS	NONE	#9a6442
770	25	5	3	7	HILLS	NONE	#dfc8ab
770	25	5	4	7	HILLS	NONE	#f0d9ac
770	25	5	5	7	HILLS	NONE	#ddc2a0
770	25	5	6	7	HILLS	NONE	#e2c38d
770	25	5	7	7	HILLS	NONE	#d8af8f
770	25	5	8	7	PLAINS	NONE	#993831
770	25	5	9	7	PLAINS	NONE	#983c31
770	25	5	0	8	HILLS	NONE	#86682f
770	25	5	1	8	HILLS	NONE	#7e5830
770	25	5	2	8	HILLS	NONE	#79693e
770	25	5	3	8	HILLS	NONE	#9b9864
770	25	5	4	8	HILLS	NONE	#ad965c
770	25	5	5	8	HILLS	NONE	#c9bd9d
770	25	5	6	8	HILLS	NONE	#dabf82
770	25	5	7	8	HILLS	NONE	#ddb597
770	25	5	8	8	PLAINS	NONE	#9a3833
770	25	5	9	8	PLAINS	NONE	#9a3b35
770	25	5	0	9	HILLS	NONE	#8f7638
770	25	5	1	9	HILLS	NONE	#9d874b
770	25	5	2	9	HILLS	NONE	#a9a266
770	25	5	3	9	HILLS	NONE	#897440
770	25	5	4	9	HILLS	NONE	#85713c
770	25	5	5	9	PLAINS	NONE	#8e987b
770	25	5	6	9	HILLS	NONE	#d6c58b
770	25	5	7	9	HILLS	NONE	#e0c1a2
770	25	5	8	9	PLAINS	NONE	#983833
770	25	5	9	9	PLAINS	NONE	#973a33
769	0	6	0	0	PLAINS	NONE	#692520
769	0	6	1	0	PLAINS	NONE	#782423
769	0	6	2	0	PLAINS	NONE	#9a5e5d
769	0	6	3	0	WATER	RIVER	#817491
769	0	6	4	0	WATER	RIVER	#746588
769	0	6	5	0	PLAINS	NONE	#746488
769	0	6	6	0	PLAINS	NONE	#725f84
769	0	6	7	0	WATER	RIVER	#65567a
769	0	6	8	0	WATER	RIVER	#524e73
769	0	6	9	0	WATER	RIVER	#525279
769	0	6	0	1	PLAINS	NONE	#702522
769	0	6	1	1	PLAINS	NONE	#742521
769	0	6	2	1	PLAINS	NONE	#9b6060
769	0	6	3	1	WATER	RIVER	#776a87
769	0	6	4	1	PLAINS	NONE	#76658a
769	0	6	5	1	PLAINS	NONE	#77668a
769	0	6	6	1	PLAINS	NONE	#705e81
769	0	6	7	1	PLAINS	NONE	#635376
769	0	6	8	1	WATER	RIVER	#5c5078
769	0	6	9	1	WATER	RIVER	#55537a
769	0	6	0	2	PLAINS	NONE	#732521
769	0	6	1	2	PLAINS	NONE	#752622
769	0	6	2	2	PLAINS	NONE	#9f6363
769	0	6	3	2	WATER	RIVER	#797195
769	0	6	4	2	WATER	RIVER	#635c81
769	0	6	5	2	WATER	RIVER	#67597c
769	0	6	6	2	PLAINS	NONE	#6c5572
769	0	6	7	2	PLAINS	NONE	#715e7e
769	0	6	8	2	PLAINS	NONE	#715f83
769	0	6	9	2	WATER	RIVER	#786a8d
769	0	6	0	3	PLAINS	NONE	#742622
769	0	6	1	3	PLAINS	NONE	#772622
769	0	6	2	3	PLAINS	NONE	#9f6363
769	0	6	3	3	WATER	RIVER	#867fa2
769	0	6	4	3	WATER	RIVER	#625b81
769	0	6	5	3	WATER	RIVER	#66597d
769	0	6	6	3	PLAINS	NONE	#715c77
769	0	6	7	3	PLAINS	NONE	#816889
769	0	6	8	3	PLAINS	NONE	#8e7493
769	0	6	9	3	PLAINS	NONE	#867293
769	0	6	0	4	PLAINS	NONE	#742621
769	0	6	1	4	PLAINS	NONE	#752722
769	0	6	2	4	PLAINS	NONE	#a06262
769	0	6	3	4	WATER	RIVER	#8e8eaf
769	0	6	4	4	WATER	RIVER	#67648d
769	0	6	5	4	WATER	RIVER	#6e6285
769	0	6	6	4	PLAINS	NONE	#7c6583
769	0	6	7	4	PLAINS	NONE	#896c87
769	0	6	8	4	PLAINS	NONE	#8e718f
769	0	6	9	4	PLAINS	NONE	#856d8f
769	0	6	0	5	PLAINS	NONE	#742621
769	0	6	1	5	PLAINS	NONE	#742622
769	0	6	2	5	PLAINS	NONE	#9f6263
769	0	6	3	5	WATER	RIVER	#999aba
769	0	6	4	5	WATER	RIVER	#7a78a2
769	0	6	5	5	WATER	RIVER	#746c91
769	0	6	6	5	PLAINS	NONE	#7b6585
769	0	6	7	5	PLAINS	NONE	#9a809b
769	0	6	8	5	PLAINS	NONE	#a08eaa
769	0	6	9	5	WATER	RIVER	#9d8faf
769	0	6	0	6	PLAINS	NONE	#742624
769	0	6	1	6	PLAINS	NONE	#752724
769	0	6	2	6	PLAINS	NONE	#9f6566
769	0	6	3	6	WATER	RIVER	#a4a7c4
769	0	6	4	6	WATER	RIVER	#8486af
769	0	6	5	6	WATER	RIVER	#77769e
769	0	6	6	6	WATER	RIVER	#9d91b2
769	0	6	7	6	PLAINS	NONE	#afa1bd
769	0	6	8	6	WATER	RIVER	#aca6c7
769	0	6	9	6	WATER	RIVER	#a8aac9
769	0	6	0	7	PLAINS	NONE	#762625
769	0	6	1	7	PLAINS	NONE	#772725
769	0	6	2	7	PLAINS	NONE	#a26667
769	0	6	3	7	WATER	RIVER	#9f9fbe
769	0	6	4	7	WATER	RIVER	#7879a6
769	0	6	5	7	WATER	RIVER	#8f8eb6
769	0	6	6	7	WATER	RIVER	#b9b6d0
769	0	6	7	7	WATER	RIVER	#afafcc
769	0	6	8	7	WATER	RIVER	#9a9fc5
769	0	6	9	7	WATER	RIVER	#aaadcd
769	0	6	0	8	PLAINS	NONE	#772724
769	0	6	1	8	PLAINS	NONE	#792824
769	0	6	2	8	PLAINS	NONE	#a26765
769	0	6	3	8	WATER	RIVER	#9594b6
769	0	6	4	8	WATER	RIVER	#9193c0
769	0	6	5	8	WATER	RIVER	#a3a3c7
769	0	6	6	8	WATER	RIVER	#a6a6c8
769	0	6	7	8	WATER	RIVER	#9397c3
769	0	6	8	8	WATER	RIVER	#9ea4cb
769	0	6	9	8	WATER	RIVER	#b1b0d0
769	0	6	0	9	PLAINS	NONE	#792a26
769	0	6	1	9	PLAINS	NONE	#782824
769	0	6	2	9	PLAINS	NONE	#a36767
769	0	6	3	9	WATER	RIVER	#9d9dbe
769	0	6	4	9	WATER	RIVER	#8f91bc
769	0	6	5	9	WATER	RIVER	#9ea0c6
769	0	6	6	9	WATER	RIVER	#a4a6ca
769	0	6	7	9	WATER	RIVER	#a5a8cd
769	0	6	8	9	WATER	RIVER	#aaaccd
769	0	6	9	9	WATER	RIVER	#afafcd
768	1	6	0	0	WATER	RIVER	#545580
768	1	6	1	0	WATER	RIVER	#575881
768	1	6	2	0	WATER	RIVER	#595a81
768	1	6	3	0	WATER	RIVER	#635e83
768	1	6	4	0	WATER	RIVER	#695e84
768	1	6	5	0	PLAINS	NONE	#6f5e7e
768	1	6	6	0	PLAINS	NONE	#776484
768	1	6	7	0	PLAINS	NONE	#9e83a0
768	1	6	8	0	PLAINS	NONE	#af93ac
768	1	6	9	0	PLAINS	NONE	#a489a2
768	1	6	0	1	WATER	RIVER	#585882
768	1	6	1	1	WATER	RIVER	#52517e
768	1	6	2	1	WATER	RIVER	#52517f
768	1	6	3	1	WATER	RIVER	#5b577c
768	1	6	4	1	WATER	RIVER	#6a5f83
768	1	6	5	1	PLAINS	NONE	#795f81
768	1	6	6	1	PLAINS	NONE	#8f7192
768	1	6	7	1	PLAINS	NONE	#9b7d99
768	1	6	8	1	PLAINS	NONE	#bfa4b8
768	1	6	9	1	PLAINS	NONE	#bca1b6
768	1	6	0	2	WATER	RIVER	#6d6a93
768	1	6	1	2	WATER	RIVER	#5b5c89
768	1	6	2	2	WATER	RIVER	#545683
768	1	6	3	2	WATER	RIVER	#5e5b84
768	1	6	4	2	WATER	RIVER	#786d90
768	1	6	5	2	PLAINS	NONE	#897191
768	1	6	6	2	PLAINS	NONE	#af8fa6
768	1	6	7	2	PLAINS	NONE	#c09db0
768	1	6	8	2	PLAINS	NONE	#be9baf
768	1	6	9	2	PLAINS	NONE	#c5a1b5
768	1	6	0	3	WATER	RIVER	#726992
768	1	6	1	3	WATER	RIVER	#696390
768	1	6	2	3	WATER	RIVER	#6a6391
768	1	6	3	3	WATER	RIVER	#7b709a
768	1	6	4	3	WATER	RIVER	#857298
768	1	6	5	3	PLAINS	NONE	#907795
768	1	6	6	3	PLAINS	NONE	#9e7e95
768	1	6	7	3	PLAINS	NONE	#be9aaf
768	1	6	8	3	PLAINS	NONE	#c9a4b8
768	1	6	9	3	PLAINS	NONE	#c298ad
768	1	6	0	4	WATER	RIVER	#85789b
768	1	6	1	4	WATER	RIVER	#8e82a3
768	1	6	2	4	WATER	RIVER	#9081a4
768	1	6	3	4	PLAINS	NONE	#9d86a4
768	1	6	4	4	PLAINS	NONE	#997c99
768	1	6	5	4	PLAINS	NONE	#98778e
768	1	6	6	4	PLAINS	NONE	#947287
768	1	6	7	4	PLAINS	NONE	#b999ac
768	1	6	8	4	PLAINS	NONE	#c6a1b1
768	1	6	9	4	PLAINS	NONE	#c299ad
768	1	6	0	5	PLAINS	NONE	#b6adca
768	1	6	1	5	PLAINS	ROAD	#c1b8cc
768	1	6	2	5	PLAINS	ROAD	#beb3c7
768	1	6	3	5	PLAINS	ROAD	#baa8be
768	1	6	4	5	PLAINS	NONE	#ab8ea9
768	1	6	5	5	PLAINS	NONE	#a27e94
768	1	6	6	5	PLAINS	NONE	#a48095
768	1	6	7	5	PLAINS	NONE	#caa9bc
768	1	6	8	5	PLAINS	NONE	#caa8b7
768	1	6	9	5	PLAINS	NONE	#cfadbf
768	1	6	0	6	WATER	RIVER	#c4bfd6
768	1	6	1	6	PLAINS	ROAD	#cbc1d4
768	1	6	2	6	PLAINS	ROAD	#c9c0d1
768	1	6	3	6	PLAINS	ROAD	#c8bccd
768	1	6	4	6	PLAINS	NONE	#c09fb8
768	1	6	5	6	PLAINS	NONE	#b08191
768	1	6	6	6	PLAINS	NONE	#b1889a
768	1	6	7	6	PLAINS	NONE	#c197a7
768	1	6	8	6	PLAINS	NONE	#c9a8b7
768	1	6	9	6	PLAINS	NONE	#cfaec0
768	1	6	0	7	PLAINS	NONE	#bfbbd1
768	1	6	1	7	PLAINS	ROAD	#bdb7ca
768	1	6	2	7	PLAINS	ROAD	#c3b9cc
768	1	6	3	7	PLAINS	ROAD	#c3b4c6
768	1	6	4	7	PLAINS	NONE	#c09fb9
768	1	6	5	7	PLAINS	NONE	#ab7585
768	1	6	6	7	PLAINS	NONE	#a06778
768	1	6	7	7	PLAINS	NONE	#b4808d
768	1	6	8	7	PLAINS	NONE	#c69aa8
768	1	6	9	7	PLAINS	NONE	#caa7b9
768	1	6	0	8	WATER	RIVER	#bbbad2
768	1	6	1	8	PLAINS	NONE	#bdb9d0
768	1	6	2	8	PLAINS	NONE	#b9a9c4
